FEN,Evaluation,BestMove
r2qr1k1/pbpn1p1p/1p6/1P6/P2Pp1p1/1QN1P3/3N1PPb/R1B2RK1 w - - 0 18,-66,g1h2
r2qr1k1/pbpn1p1p/1p6/1P6/P2Pp1p1/1QN1P3/3N1PPK/R1B2R2 b - - 0 18,-69,d8h4
r3r1k1/pbpn1p1p/1p6/1P6/P2Pp1pq/1QN1P3/3N1PPK/R1B2R2 w - - 1 19,-44,h2g1
r3r1k1/pbpn1p1p/1p6/1P6/P2Pp1pq/1QN1P3/3N1PP1/R1B2RK1 b - - 2 19,-58,e8e6
r5k1/pbpn1p1p/1p2r3/1P6/P2Pp1pq/1QN1P3/3N1PP1/R1B2RK1 w - - 3 20,-46,f1e1
r5k1/pbpn1p1p/1p2r3/1P6/P2Pp1pq/1QN1P3/3N1PP1/R1B1R1K1 b - - 4 20,-45,e6h6
r5k1/pbpn1p1p/1p2r3/1P6/P2Pp2q/1QN1P1p1/3N1PP1/R1B1R1K1 w - - 0 21,93,f2g3
r5k1/pbpn1p1p/1p2r3/1P6/P2Pp2q/1QN1P1P1/3N2P1/R1B1R1K1 b - - 0 21,83,h4g3
r5k1/pbpn1p1p/1p2r3/1P6/P2Pp3/1QN1P1q1/3N2P1/R1B1R1K1 w - - 0 22,119,e1e2
r5k1/pbpn1p1p/1p2r3/1P6/P2Pp3/1QN1P1q1/3NR1P1/R1B3K1 b - - 1 22,124,e6h6
r5k1/pbpn1p1p/1p5r/1P6/P2Pp3/1QN1P1q1/3NR1P1/R1B3K1 w - - 2 23,142,e2f2
r5k1/pbpn1p1p/1p5r/1P6/P2Pp3/1QN1P1q1/3N1RP1/R1B3K1 b - - 3 23,134,g3h2
r5k1/pbpn1p1p/1p5r/1P6/P2Pp3/1QN1P3/3N1RPq/R1B3K1 w - - 4 24,147,g1f1
r5k1/pbpn1p1p/1p5r/1P6/P2Pp3/1QN1P3/3N1RPq/R1B2K2 b - - 5 24,129,h6f6
r5k1/pbpn1p1p/1p3r2/1P6/P2Pp3/1QN1P3/3N1RPq/R1B2K2 w - - 6 25,159,d2e4
r5k1/pbpn1p1p/1p3r2/1P6/P2PN3/1QN1P3/5RPq/R1B2K2 b - - 0 25,148,f6f2
r5k1/pbpn1p1p/1p6/1P6/P2PN3/1QN1P3/5rPq/R1B2K2 w - - 0 26,160,e4f2
r5k1/pbpn1p1p/1p6/1P6/P2P4/1QN1P3/5NPq/R1B2K2 b - - 0 26,151,b7g2
r5k1/p1pn1p1p/1p6/1P6/P2P4/1QN1P3/5Nbq/R1B2K2 w - - 0 27,186,f1e2
r5k1/p1pn1p1p/1p6/1P6/P2P4/1QN1P3/4KNbq/R1B5 b - - 1 27,156,a8e8
4r1k1/p1pn1p1p/1p6/1P6/P2P4/1QN1P3/4KNbq/R1B5 w - - 2 28,174,b3d1
4r1k1/p1pn1p1p/1p6/1P6/P2P4/2N1P3/4KNbq/R1BQ4 b - - 3 28,170,f7f5
4r1k1/p1pn3p/1p6/1P3p2/P2P4/2N1P3/4KNbq/R1BQ4 w - - 0 29,178,e2d2
4r1k1/p1pn3p/1p6/1P3p2/P2P4/2NKP3/5Nbq/R1BQ4 b - - 1 29,171,h2g3
4r1k1/p1pn3p/1p6/1P3p2/P2P4/2NKP1q1/5Nb1/R1BQ4 w - - 2 30,212,d1e2
4r1k1/p1pn3p/1p6/1P3p2/P2P4/2NKP1q1/4QNb1/R1B5 b - - 3 30,200,g2f3
r1bq1rk1/p1pp1ppp/1p1n1b2/8/3P4/8/PPP1RPPP/RNBQ1BK1 w - - 0 11,14,e2e1
r1bq1rk1/p1pp1ppp/1p1n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 b - - 1 11,9,c8b7
r2q1rk1/pbpp1ppp/1p1n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 w - - 2 12,12,a2a4
r2q1rk1/pbpp1ppp/1p1n1b2/8/P2P4/8/1PP2PPP/RNBQRBK1 b - - 0 12,9,f8e8
r2qr1k1/pbpp1ppp/1p1n1b2/8/P2P4/8/1PP2PPP/RNBQRBK1 w - - 1 13,12,e1e8
r2qR1k1/pbpp1ppp/1p1n1b2/8/P2P4/8/1PP2PPP/RNBQ1BK1 b - - 0 13,9,d8e8
r3q1k1/pbpp1ppp/1p1n1b2/8/P2P4/8/1PP2PPP/RNBQ1BK1 w - - 0 14,9,b1a3
r3q1k1/pbpp1ppp/1p1n1b2/8/P2P4/N7/1PP2PPP/R1BQ1BK1 b - - 1 14,6,a7a5
r3q1k1/1bpp1ppp/1p1n1b2/p7/P2P4/N7/1PP2PPP/R1BQ1BK1 w - - 0 15,4,c1f4
r3q1k1/1bpp1ppp/1p1n1b2/p7/P2P4/N1P5/1P3PPP/R1BQ1BK1 b - - 0 15,6,e8e7
r5k1/1bppqppp/1p1n1b2/p7/P2P4/N1P5/1P3PPP/R1BQ1BK1 w - - 1 16,3,d1e2
r5k1/1bppqppp/1p1n1b2/p7/P2P2Q1/N1P5/1P3PPP/R1B2BK1 b - - 2 16,-2,a8e8
4r1k1/1bppqppp/1p1n1b2/p7/P2P2Q1/N1P5/1P3PPP/R1B2BK1 w - - 3 17,-5,c1f4
4r1k1/1bppqppp/1p1n1b2/p7/P2P2Q1/N1P5/1P1B1PPP/R4BK1 b - - 4 17,-21,e7e6
4r1k1/1bpp1ppp/1p1nqb2/p7/P2P2Q1/N1P5/1P1B1PPP/R4BK1 w - - 5 18,-16,g4e6
4r1k1/1bpp1ppp/1p1nQb2/p7/P2P4/N1P5/1P1B1PPP/R4BK1 b - - 0 18,-21,f7e6
4r1k1/1bpp2pp/1p1npb2/p7/P2P4/N1P5/1P1B1PPP/R4BK1 w - - 0 19,-24,a3b5
4r1k1/1bpp2pp/1p1npb2/pN6/P2P4/2P5/1P1B1PPP/R4BK1 b - - 1 19,-26,d6b5
4r1k1/1bpp2pp/1p2pb2/pn6/P2P4/2P5/1P1B1PPP/R4BK1 w - - 0 20,-18,f1b5
4r1k1/1bpp2pp/1p2pb2/pB6/P2P4/2P5/1P1B1PPP/R5K1 b - - 0 20,-21,e8e7
6k1/1bppr1pp/1p2pb2/pB6/P2P4/2P5/1P1B1PPP/R5K1 w - - 1 21,-20,b5c4
6k1/1bppr1pp/1p2pb2/pB6/P2P1B2/2P5/1P3PPP/R5K1 b - - 2 21,-25,d7d6
6k1/1bp1r1pp/1p1ppb2/pB6/P2P1B2/2P5/1P3PPP/R5K1 w - - 0 22,-25,b5c4
6k1/1bp1r1pp/1p1ppb2/p7/P1BP1B2/2P5/1P3PPP/R5K1 b - - 1 22,-24,g8f7
8/1bp1rkpp/1p1ppb2/p7/P1BP1B2/2P5/1P3PPP/R5K1 w - - 2 23,-21,a1e1
8/1bp1rkpp/1p1ppb2/p7/P1BP1B2/2P5/1P3PPP/4R1K1 b - - 3 23,-24,h7h5
8/2p1rkpp/1pbppb2/p7/P1BP1B2/2P5/1P3PPP/4R1K1 w - - 4 24,-16,c4b3
8/2p1rkpp/1pbppb2/p7/P2P1B2/1BP5/1P3PPP/4R1K1 b - - 5 24,-20,f7f8
8/1bp1rkpp/1p1ppb2/p7/P2P1B2/1BP5/1P3PPP/4R1K1 w - - 6 25,-21,b3c4
8/1bp1rkpp/1p1ppb2/p7/P1BP1B2/2P5/1P3PPP/4R1K1 b - - 7 25,-24,h7h6
8/1bp1rk1p/1p1ppb2/p5p1/P1BP1B2/2P5/1P3PPP/4R1K1 w - - 0 26,-21,f4e3
8/1bp1rk1p/1p1ppb2/p5p1/P1BP4/2P1B3/1P3PPP/4R1K1 b - - 1 26,-25,c7c5
8/1b2rk1p/1p1ppb2/p1p3p1/P1BP4/2P1B3/1P3PPP/4R1K1 w - - 0 27,-25,d4c5
8/1b2rk1p/1p1ppb2/p1p3p1/P1BP1P2/2P1B3/1P4PP/4R1K1 b - - 0 27,-20,c5d4
8/1b2rk1p/1p1ppb2/p1p5/P1BP1p2/2P1B3/1P4PP/4R1K1 w - - 0 28,-13,e3f4
8/1b2rk1p/1p1ppb2/p1p5/P1BP1B2/2P5/1P4PP/4R1K1 b - - 0 28,-30,c5d4
8/1b2rk1p/1p1ppb2/p7/P1Bp1B2/2P5/1P4PP/4R1K1 w - - 0 29,-13,f4d6
8/1b2rk1p/1p1Bpb2/p7/P1Bp4/2P5/1P4PP/4R1K1 b - - 0 29,-19,e7e8
4r3/1b3k1p/1p1Bpb2/p7/P1Bp4/2P5/1P4PP/4R1K1 w - - 1 30,-18,d6c7
4r3/1bB2k1p/1p2pb2/p7/P1Bp4/2P5/1P4PP/4R1K1 b - - 2 30,-21,d4c3
r1bqk2r/1pp1bppp/p1np4/3N1n2/P2p4/5N2/1PP2PPP/R1BQRBK1 w kq - 0 11,34,f1d3
r1bqk2r/1pp1bppp/p1np4/3N1n2/P2p4/3B1N2/1PP2PPP/R1BQR1K1 b kq - 1 11,23,c8e6
r2qk2r/1pp1bppp/p1npb3/3N1n2/P2p4/3B1N2/1PP2PPP/R1BQR1K1 w kq - 2 12,66,d3f5
r2qk2r/1pp1bppp/p1npb3/3N1B2/P2p4/5N2/1PP2PPP/R1BQR1K1 b kq - 0 12,43,e6d5
r2qk2r/1pp1bppp/p1np4/3b1B2/P2p4/5N2/1PP2PPP/R1BQR1K1 w kq - 0 13,44,f3d4
r2qk2r/1pp1bppp/p1np4/3b1B2/P2N4/8/1PP2PPP/R1BQR1K1 b kq - 0 13,38,e8g8
r2q1rk1/1pp1bppp/p1np4/3b1B2/P2N4/8/1PP2PPP/R1BQR1K1 w - - 1 14,36,f5h7
r2q1rk1/1pp1bppB/p1np4/3b4/P2N4/8/1PP2PPP/R1BQR1K1 b - - 0 14,34,g8h7
r2q1r2/1pp1bppk/p1np4/3b4/P2N4/8/1PP2PPP/R1BQR1K1 w - - 0 15,36,d4f5
r2q1r2/1pp1bppk/p1np4/3b1N2/P7/8/1PP2PPP/R1BQR1K1 b - - 1 15,33,e7f6
r2q1r2/1pp2ppk/p1np1b2/3b1N2/P7/8/1PP2PPP/R1BQR1K1 w - - 2 16,53,a1a3
r2q1r2/1pp2ppk/p1np1b2/3b1N2/P7/R7/1PP2PPP/2BQR1K1 b - - 3 16,60,f8h8
r2q1rk1/1pp2pp1/p1np1b2/3b1N2/P7/R7/1PP2PPP/2BQR1K1 w - - 4 17,114,f5h6
r2q1rk1/1pp2pp1/p1np1b1N/3b4/P7/R7/1PP2PPP/2BQR1K1 b - - 5 17,40,g7h6
r2q1rk1/1pp2p2/p1np1b1p/3b4/P7/R7/1PP2PPP/2BQR1K1 w - - 0 18,64,c1h6
r2q1rk1/1pp2p2/p1np1b1p/3b4/P7/6R1/1PP2PPP/2BQR1K1 b - - 1 18,52,f6g5
r2q1rk1/1pp2p2/p1np3p/3b2b1/P7/6R1/1PP2PPP/2BQR1K1 w - - 2 19,64,c1g5
r2q1rk1/1pp2p2/p1np3p/3b2B1/P7/6R1/1PP2PPP/3QR1K1 b - - 0 19,33,h6g5
r2q1rk1/1pp2p2/p1np4/3b2p1/P7/6R1/1PP2PPP/3QR1K1 w - - 0 20,45,d1h5
r2q1rk1/1pp2p2/p1np4/3b2pQ/P7/6R1/1PP2PPP/4R1K1 b - - 1 20,57,f8e8
r2qr1k1/1pp2p2/p1np4/3b2pQ/P7/6R1/1PP2PPP/4R1K1 w - - 2 21,57,g3g5
r2qr1k1/1pp2p2/p1np4/3b2RQ/P7/8/1PP2PPP/4R1K1 b - - 0 21,54,d8g5
r3r1k1/1pp2p2/p1np4/3b2qQ/P7/8/1PP2PPP/4R1K1 w - - 0 22,62,h5g5
r3r1k1/1pp2p2/p1np4/3b2Q1/P7/8/1PP2PPP/4R1K1 b - - 0 22,38,g8h7
r3r3/1pp2p1k/p1np4/3b2Q1/P7/8/1PP2PPP/4R1K1 w - - 1 23,46,e1e3
r3r3/1pp2p1k/p1np4/3b2Q1/P7/4R3/1PP2PPP/6K1 b - - 2 23,45,e8e3
r7/1pp2p1k/p1np4/3b2Q1/P7/4r3/1PP2PPP/6K1 w - - 0 24,45,g5e3
r7/1pp2p1k/p1np4/3b4/P7/4Q3/1PP2PPP/6K1 b - - 0 24,42,d5e6
r7/1pp2p1k/p1npb3/8/P7/4Q3/1PP2PPP/6K1 w - - 1 25,51,f2f4
r7/1pp2p1k/p1npb3/8/P4P2/4Q3/1PP3PP/6K1 b - - 0 25,42,a8g8
6r1/1pp2p1k/p1npb3/8/P4P2/4Q3/1PP3PP/6K1 w - - 1 26,61,h2h3
6r1/1pp2p1k/p1npb3/8/P4P2/4Q2P/1PP3P1/6K1 b - - 0 26,66,e6d7
6r1/1ppb1p1k/p1np4/8/P4P2/4Q2P/1PP3P1/6K1 w - - 1 27,62,g2g4
6r1/1ppb1p1k/p1np4/8/P4PP1/4Q2P/1PP5/6K1 b - - 0 27,71,g8g7
8/1ppb1prk/p1np4/8/P4PP1/4Q2P/1PP5/6K1 w - - 1 28,76,b2b4
8/1ppb1prk/p1np4/8/PP3PP1/4Q2P/2P5/6K1 b - - 0 28,62,b7b5
8/2pb1prk/p1np4/1p6/PP3PP1/4Q2P/2P5/6K1 w - - 0 29,65,a4b5
8/2pb1prk/p1np4/1P6/1P3PP1/4Q2P/2P5/6K1 b - - 0 29,78,a6b5
8/2pb1prk/2np4/1p6/1P3PP1/4Q2P/2P5/6K1 w - - 0 30,104,c2c4
8/2pb1prk/2np4/1p6/1PP2PP1/4Q2P/8/6K1 b - - 0 30,112,f7f5
rn1q1rk1/pb3ppp/1p2pn2/6B1/1bBP4/2N2N2/PP3PPP/R2Q1RK1 w - - 2 11,11,d1e2
rn1q1rk1/pb3ppp/1p2pn2/6B1/1bBP4/2N2N2/PP2QPPP/R4RK1 b - - 3 11,10,b4c3
rn1q1rk1/pb3ppp/1p2pn2/6B1/2BP4/2b2N2/PP2QPPP/R4RK1 w - - 0 12,13,b2c3
rn1q1rk1/pb3ppp/1p2pn2/6B1/2BP4/2P2N2/P3QPPP/R4RK1 b - - 0 12,7,b8d7
r2q1rk1/pb1n1ppp/1p2pn2/6B1/2BP4/2P2N2/P3QPPP/R4RK1 w - - 1 13,12,c4b5
r2q1rk1/pb1n1ppp/1p2pn2/6B1/2BP4/2P2N2/P3QPPP/R1R3K1 b - - 2 13,8,d8c7
r4rk1/pbqn1ppp/1p2pn2/6B1/2BP4/2P2N2/P3QPPP/R1R3K1 w - - 3 14,10,c4b5
r4rk1/pbqn1ppp/1p2pn2/1B4B1/3P4/2P2N2/P3QPPP/R1R3K1 b - - 4 14,8,f8c8
r1r3k1/pbqn1ppp/1p2pn2/1B4B1/3P4/2P2N2/P3QPPP/R1R3K1 w - - 5 15,11,b5d3
r1r3k1/pbqn1ppp/1p2pn2/6B1/3P4/2PB1N2/P3QPPP/R1R3K1 b - - 6 15,10,c8e8
r3r1k1/pbqn1ppp/1p2pn2/6B1/3P4/2PB1N2/P3QPPP/R1R3K1 w - - 7 16,4,g5h4
r3r1k1/pbqn1ppp/1p2pn2/8/3P3B/2PB1N2/P3QPPP/R1R3K1 b - - 8 16,10,e6e5
r3r1k1/pbqn1ppp/1p2p3/7n/3P3B/2PB1N2/P3QPPP/R1R3K1 w - - 9 17,6,e2e3
r3r1k1/pbqn1ppp/1p2p3/7n/3P3B/2PBQN2/P4PPP/R1R3K1 b - - 10 17,-1,h7h6
r3r1k1/pbqn1ppp/1p6/4p2n/3P3B/2PBQN2/P4PPP/R1R3K1 w - - 0 18,-6,d3b5
r3r1k1/pbqn1ppp/1p6/1B2p2n/3P3B/2P1QN2/P4PPP/R1R3K1 b - - 1 18,-11,a7a6
r3r1k1/1bqn1ppp/pp6/1B2p2n/3P3B/2P1QN2/P4PPP/R1R3K1 w - - 0 19,4,b5d7
r3r1k1/1bqB1ppp/pp6/4p2n/3P3B/2P1QN2/P4PPP/R1R3K1 b - - 0 19,2,c7d7
r3r1k1/1b1q1ppp/pp6/4p2n/3P3B/2P1QN2/P4PPP/R1R3K1 w - - 0 20,3,d4e5
r3r1k1/1b1q1ppp/pp6/4P2n/7B/2P1QN2/P4PPP/R1R3K1 b - - 0 20,-5,a8c8
2r1r1k1/1b1q1ppp/pp6/4P2n/7B/2P1QN2/P4PPP/R1R3K1 w - - 1 21,0,c1d1
2r1r1k1/1b1q1ppp/pp6/4P2n/7B/2P1QN2/P4PPP/R2R2K1 b - - 2 21,-4,d7f5
2r1r1k1/1b3ppp/pp6/4Pq1n/7B/2P1QN2/P4PPP/R2R2K1 w - - 3 22,-2,f3d4
2r1r1k1/1b3ppp/pp6/4Pq1n/3N3B/2P1Q3/P4PPP/R2R2K1 b - - 4 22,-9,f5e5
2r1r1k1/1b3ppp/pp6/4q2n/3N3B/2P1Q3/P4PPP/R2R2K1 w - - 0 23,-8,e3e5
2r1r1k1/1b3ppp/pp6/4Q2n/3N3B/2P5/P4PPP/R2R2K1 b - - 0 23,-14,e8e5
2r3k1/1b3ppp/pp6/4r2n/3N3B/2P5/P4PPP/R2R2K1 w - - 0 24,-13,f2f3
2r3k1/1b3ppp/pp6/4r2n/3N3B/2P2P2/P5PP/R2R2K1 b - - 0 24,-16,h7h6
2r3k1/1b3pp1/pp5p/4r2n/3N3B/2P2P2/P5PP/R2R2K1 w - - 0 25,-9,a1b1
2r3k1/1b3pp1/pp5p/4r2n/3N3B/2P2P2/P5PP/1R1R2K1 b - - 1 25,-13,b6b5
2r3k1/1b3pp1/p6p/1p2r2n/3N3B/2P2P2/P5PP/1R1R2K1 w - - 0 26,-10,a2a4
2r3k1/1b3pp1/p6p/1p2r2n/P2N3B/2P2P2/6PP/1R1R2K1 b - - 0 26,-13,b7c6
2r3k1/5pp1/p1b4p/1p2r2n/P2N3B/2P2P2/6PP/1R1R2K1 w - - 1 27,-12,a4b5
2r3k1/5pp1/p1N4p/1p2r2n/P6B/2P2P2/6PP/1R1R2K1 b - - 0 27,-17,c8c6
6k1/5pp1/p1r4p/1p2r2n/P6B/2P2P2/6PP/1R1R2K1 w - - 0 28,-14,a4b5
6k1/5pp1/p1r4p/1P2r2n/7B/2P2P2/6PP/1R1R2K1 b - - 0 28,-18,a6b5
6k1/5pp1/2r4p/1p2r2n/7B/2P2P2/6PP/1R1R2K1 w - - 0 29,-13,h4e1
6k1/5pp1/2r4p/1p2r2n/8/2P2P2/6PP/1R1RB1K1 b - - 1 29,-19,h5f4
6k1/5pp1/2r4p/1p2r3/5n2/2P2P2/6PP/1R1RB1K1 w - - 2 30,-16,b1b4
3R2k1/5pp1/2r4p/1p2r3/5n2/2P2P2/6PP/1R2B1K1 b - - 3 30,-25,g8h7
r1bqk2r/pp2bppp/3p4/1Pp1p3/Rn1P4/2N2N2/1PP2PPP/2BQR1K1 w kq c6 0 11,11,d4c5
r1bqk2r/pp2bppp/3p4/1PP1p3/Rn6/2N2N2/1PP2PPP/2BQR1K1 b kq - 0 11,8,d6c5
r1bqk2r/pp2bppp/8/1Pp1p3/Rn6/2N2N2/1PP2PPP/2BQR1K1 w kq - 0 12,9,d1d8
r1bQk2r/pp2bppp/8/1Pp1p3/Rn6/2N2N2/1PP2PPP/2B1R1K1 b kq - 0 12,18,e7d8
r1bbk2r/pp3ppp/8/1Pp1p3/Rn6/2N2N2/1PP2PPP/2B1R1K1 w kq - 0 13,29,e1e5
r1bbk2r/pp3ppp/8/1Pp1R3/Rn6/2N2N2/1PP2PPP/2B3K1 b kq - 0 13,14,c8e6
r2bk2r/pp3ppp/4b3/1Pp1R3/Rn6/2N2N2/1PP2PPP/2B3K1 w kq - 1 14,13,e5c5
r2bk2r/pp3ppp/4b3/1PR5/Rn6/2N2N2/1PP2PPP/2B3K1 b kq - 0 14,26,b4c2
r2bk2r/pp3ppp/4b3/1PR5/R7/2N2N2/1Pn2PPP/2B3K1 w kq - 0 15,105,c3e2
r2bk2r/pp3ppp/4b3/1PR5/R7/5N2/1Pn1NPPP/2B3K1 b kq - 1 15,103,a8c8
2rbk2r/pp3ppp/4b3/1PR5/R7/5N2/1Pn1NPPP/2B3K1 w k - 2 16,106,c5c8
2Rbk2r/pp3ppp/4b3/1P6/R7/5N2/1Pn1NPPP/2B3K1 b k - 0 16,100,e6c8
2bbk2r/pp3ppp/8/1P6/R7/5N2/1Pn1NPPP/2B3K1 w k - 0 17,124,a4e4
2bbk2r/pp3ppp/8/1P6/2R5/5N2/1Pn1NPPP/2B3K1 b k - 1 17,86,c8f5
3bk2r/pp3ppp/8/1P3b2/2R5/5N2/1Pn1NPPP/2B3K1 w k - 2 18,89,c4c5
3bk2r/pp3ppp/8/1PR2b2/8/5N2/1Pn1NPPP/2B3K1 b k - 3 18,70,f5g6
3bk2r/pp3ppp/6b1/1PR5/8/5N2/1Pn1NPPP/2B3K1 w k - 4 19,88,e2f4
3bk2r/pp3ppp/6b1/1PR5/5N2/5N2/1Pn2PPP/2B3K1 b k - 5 19,87,c2b4
3bk2r/pp3ppp/6b1/1PR5/1n3N2/5N2/1P3PPP/2B3K1 w k - 6 20,91,c1d2
3bk2r/pp3ppp/6b1/1PR5/1n3N2/5N2/1P1B1PPP/6K1 b k - 7 20,81,a7a5
3bk2r/1p3ppp/6b1/pPR5/1n3N2/5N2/1P1B1PPP/6K1 w k a6 0 21,83,b5a6
3bk2r/1p3ppp/P5b1/2R5/1n3N2/5N2/1P1B1PPP/6K1 b k - 0 21,76,b4a6
3bk2r/1p3ppp/n5b1/2R5/5N2/5N2/1P1B1PPP/6K1 w k - 0 22,87,c5b5
3bk2r/1p3ppp/n5b1/1R6/5N2/5N2/1P1B1PPP/6K1 b k - 1 22,91,b7b6
3bk2r/5ppp/np4b1/1R6/5N2/5N2/1P1B1PPP/6K1 w k - 0 23,94,d2e3
3bk2r/5ppp/np4b1/1R6/5N2/4BN2/1P3PPP/6K1 b k - 1 23,81,g6c2
3bk2r/5ppp/np6/1R6/5N2/4BN2/1Pb2PPP/6K1 w k - 2 24,89,e3b6
3bk2r/5ppp/nB6/1R6/5N2/5N2/1Pb2PPP/6K1 b k - 0 24,84,e8g8
3b1rk1/5ppp/nB6/1R6/5N2/5N2/1Pb2PPP/6K1 w - - 1 25,86,h2h4
3b1rk1/5ppp/nB6/1R6/5N1P/5N2/1Pb2PP1/6K1 b - - 0 25,73,c2e4
3b1rk1/5ppp/nB6/1R6/4bN1P/5N2/1P3PP1/6K1 w - - 1 26,76,b6d8
3B1rk1/5ppp/n7/1R6/4bN1P/5N2/1P3PP1/6K1 b - - 0 26,67,f8d8
3r2k1/5ppp/n7/1R6/4bN1P/5N2/1P3PP1/6K1 w - - 0 27,77,f3g5
3r2k1/5ppp/n7/1R2N3/4bN1P/8/1P3PP1/6K1 b - - 1 27,59,f7f6
3r2k1/6pp/n4p2/1R2N3/4bN1P/8/1P3PP1/6K1 w - - 0 28,60,e5g4
3r2k1/6pp/n4p2/1R6/4bNNP/8/1P3PP1/6K1 b - - 1 28,61,d8d4
6k1/6pp/n4p2/1R6/3rbNNP/8/1P3PP1/6K1 w - - 2 29,73,b5b6
6k1/6pp/n4p2/1R6/3rbN1P/4N3/1P3PP1/6K1 b - - 3 29,56,d4b4
6k1/6pp/n4p2/1R6/1r2bN1P/4N3/1P3PP1/6K1 w - - 4 30,65,b5b4
6k1/6pp/n4p2/8/1R2bN1P/4N3/1P3PP1/6K1 b - - 0 30,51,a6b4
r1bqr1k1/pppp1ppp/3n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 w - - 3 11,11,c1f4
r1bqr1k1/pppp1ppp/3n1b2/8/3P1B2/8/PPP2PPP/RN1QRBK1 b - - 4 11,7,e8e1
r1bq2k1/pppp1ppp/3n1b2/8/3P1B2/8/PPP2PPP/RN1QrBK1 w - - 0 12,9,d1e1
r1bq2k1/pppp1ppp/3n1b2/8/3P1B2/8/PPP2PPP/RN2QBK1 b - - 0 12,8,d6e8
r1bqn1k1/pppp1ppp/5b2/8/3P1B2/8/PPP2PPP/RN2QBK1 w - - 1 13,9,c2c3
r1bqn1k1/pppp1ppp/5b2/8/3P1B2/2P5/PP3PPP/RN2QBK1 b - - 0 13,7,d7d5
r1bqn1k1/ppp2ppp/5b2/3p4/3P1B2/2P5/PP3PPP/RN2QBK1 w - - 0 14,9,b1d2
r1bqn1k1/ppp2ppp/5b2/3p4/3P1B2/2P5/PP1N1PPP/R3QBK1 b - - 1 14,11,c8f5
r2qn1k1/ppp2ppp/5b2/3p1b2/3P1B2/2P5/PP1N1PPP/R3QBK1 w - - 2 15,15,e1e2
r2qn1k1/ppp2ppp/5b2/3p1b2/3P1B2/2P5/PP1NQPPP/R4BK1 b - - 3 15,12,c7c6
r2qn1k1/pp3ppp/2p2b2/3p1b2/3P1B2/2P5/PP1NQPPP/R4BK1 w - - 0 16,15,a1e1
r2qn1k1/pp3ppp/2p2b2/3p1b2/3P1B2/2P5/PP1NQPPP/4RBK1 b - - 1 16,15,h7h6
r2qn1k1/pp3pp1/2p2b1p/3p1b2/3P1B2/2P5/PP1NQPPP/4RBK1 w - - 0 17,16,h2h3
r2qn1k1/pp3pp1/2p2b1p/3p1b2/3P1B2/1NP5/PP2QPPP/4RBK1 b - - 1 17,14,b7b6
r2qn1k1/p4pp1/1pp2b1p/3p1b2/3P1B2/1NP5/PP2QPPP/4RBK1 w - - 0 18,15,b3d2
r2qn1k1/p4pp1/1pp2b1p/3p1b2/3P1B2/2P5/PP1NQPPP/4RBK1 b - - 1 18,10,e8d6
r2q2k1/p4pp1/1ppn1b1p/3p1b2/3P1B2/2P5/PP1NQPPP/4RBK1 w - - 2 19,16,d2f3
r2q2k1/p4pp1/1ppn1b1p/3p1b2/3P1B2/2P4P/PP1NQPP1/4RBK1 b - - 0 19,12,d8d7
r5k1/p2q1pp1/1ppn1b1p/3p1b2/3P1B2/2P4P/PP1NQPP1/4RBK1 w - - 1 20,12,e2d1
r5k1/p2q1pp1/1ppn1b1p/3p1b2/3P1B2/2P4P/PP1N1PP1/3QRBK1 b - - 2 20,9,f6g5
r5k1/3q1pp1/1ppn1b1p/p2p1b2/3P1B2/2P4P/PP1N1PP1/3QRBK1 w - - 0 21,11,a2a4
r5k1/3q1pp1/1ppn1b1p/p2p1b2/P2P1B2/2P4P/1P1N1PP1/3QRBK1 b - - 0 21,14,f6g5
r5k1/3q1pp1/1ppn3p/p2p1bb1/P2P1B2/2P4P/1P1N1PP1/3QRBK1 w - - 1 22,18,f4g5
r5k1/3q1pp1/1ppn3p/p2p1bB1/P2P4/2P4P/1P1N1PP1/3QRBK1 b - - 0 22,11,h6g5
r5k1/3q1pp1/1ppn4/p2p1bp1/P2P4/2P4P/1P1N1PP1/3QRBK1 w - - 0 23,21,d1b3
r5k1/3q1pp1/1ppn4/p2p1bp1/P2P4/1QP4P/1P1N1PP1/4RBK1 b - - 1 23,6,d7d8
r2q2k1/5pp1/1ppn4/p2p1bp1/P2P4/1QP4P/1P1N1PP1/4RBK1 w - - 2 24,7,g2g4
r2q2k1/5pp1/1ppn4/p2p1bp1/P2P4/2P4P/1P1N1PP1/3QRBK1 b - - 3 24,-1,a8c8
r5k1/3q1pp1/1ppn4/p2p1bp1/P2P4/2P4P/1P1N1PP1/3QRBK1 w - - 4 25,3,d1b3
r5k1/3q1pp1/1ppn4/p2p1bp1/P2P4/1QP4P/1P1N1PP1/4RBK1 b - - 5 25,2,d7d8
r2q2k1/5pp1/1ppn4/p2p1bp1/P2P4/1QP4P/1P1N1PP1/4RBK1 w - - 6 26,3,d2f3
r2q2k1/5pp1/1ppn4/p2p1bp1/P2P4/1QP2N1P/1P3PP1/4RBK1 b - - 7 26,-1,a8c8
1r1q2k1/5pp1/1ppn4/p2p1bp1/P2P4/1QP2N1P/1P3PP1/4RBK1 w - - 8 27,11,b3d1
