FEN,Evaluation,BestMove
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5,41,e1g1
r1bqkb1r/2pp1ppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6,48,b7b5
r1bqkb1r/2pp1ppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 b kq - 1 6,52,a4b3
r2qkb1r/1bpp1ppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 w kq - 2 7,49,c8b7
r2qkb1r/1bpp1ppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 b kq - 3 7,37,f1e1
r2qk2r/1bpp1ppp/p1n2n2/1pb1p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq - 4 8,43,f8c5
r2qk2r/1bpp1ppp/p1n2n2/1pb1p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 b kq - 0 8,41,c2c3
r2q1rk1/1bpp1ppp/p1n2n2/1pb1p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w - - 1 9,53,e8g8
r2q1rk1/1bpp1ppp/p1n2n2/1pb1p3/3PP3/1BP2N2/PP3PPP/RNBQR1K1 b - - 0 9,42,d2d4
r2q1rk1/1bpp1ppp/pbn2n2/1p2p3/3PP3/1BP2N2/PP3PPP/RNBQR1K1 w - - 1 10,47,c5b6
r2q1rk1/1bpp1ppp/pbn2n2/1p2p3/3PP3/1BP2N2/PP1N1PPP/R1BQR1K1 b - - 2 10,52,b1d2
r2q1rk1/1bp2ppp/pbnp1n2/1p2p3/3PP3/1BP2N2/PP1N1PPP/R1BQR1K1 w - - 0 11,56,d7d6
r2q1rk1/1bp2ppp/pbnp1n2/1p2p3/3PP3/1BP2N2/PP3PPP/R1BQRNK1 b - - 1 11,54,d2f1
r2q1rk1/1bp1nppp/pb1p1n2/1p2p3/3PP3/1BP2N2/PP3PPP/R1BQRNK1 w - - 2 12,63,c6e7
r2q1rk1/1bp1nppp/pb1p1n2/1p2p3/3PP3/1BP2NN1/PP3PPP/R1BQR1K1 b - - 3 12,58,f1g3
r2q1rk1/1bp2ppp/pb1p1nn1/1p2p3/3PP3/1BP2NN1/PP3PPP/R1BQR1K1 w - - 4 13,56,e7g6
r2q1rk1/1bp2ppp/pb1p1nn1/1p2p3/3PP2P/1BP2NN1/PP3PP1/R1BQR1K1 b - - 0 13,57,h2h4
r2q1rk1/1bp2pp1/pb1p1nnp/1p2p3/3PP2P/1BP2NN1/PP3PP1/R1BQR1K1 w - - 0 14,69,h7h6
r2q1rk1/1bp2pp1/pb1p1nnp/1p2p2P/3PP3/1BP2NN1/PP3PP1/R1BQR1K1 b - - 0 14,69,h4h5
r2q1rk1/1bp2pp1/pb1p1n1p/1p2p2P/3PPn2/1BP2NN1/PP3PP1/R1BQR1K1 w - - 1 15,74,g6f4
r2q1rk1/1bp2pp1/pb1p1n1p/1p2P2P/4Pn2/1BP2NN1/PP3PP1/R1BQR1K1 b - - 0 15,69,d4e5
r2q1rk1/1bp2pp1/pb1p3p/1p2P2n/4Pn2/1BP2NN1/PP3PP1/R1BQR1K1 w - - 0 16,84,f6h5
r2q1rk1/1bp2pp1/pb1p3p/1p2P2N/4Pn2/1BP2N2/PP3PP1/R1BQR1K1 b - - 0 16,106,g3h5
r2q1rk1/1bp2pp1/pb1p3p/1p2P2n/4P3/1BP2N2/PP3PP1/R1BQR1K1 w - - 0 17,97,f4h5
r2q1rk1/1bp2pp1/pb1p3p/1p2P2n/3NP3/1BP5/PP3PP1/R1BQR1K1 b - - 1 17,103,f3d4
r2q1rk1/1bp2pp1/pb5p/1p2p2n/3NP3/1BP5/PP3PP1/R1BQR1K1 w - - 0 18,74,d6e5
r2q1rk1/1bp2pp1/pb5p/1p2p2Q/3NP3/1BP5/PP3PP1/R1B1R1K1 b - - 0 18,78,d1h5
r2q1rk1/1bp2pp1/pb5p/1p5Q/3pP3/1BP5/PP3PP1/R1B1R1K1 w - - 0 19,95,e5d4
r2q1rk1/1bp2pp1/pb5p/1p2P2Q/3p4/1BP5/PP3PP1/R1B1R1K1 b - - 0 19,96,e4e5
r2q1rk1/2p2pp1/pb5p/1p1bP2Q/3p4/1BP5/PP3PP1/R1B1R1K1 w - - 1 20,142,b7d5
r2q1rk1/2p2pp1/pb5B/1p1bP2Q/3p4/1BP5/PP3PP1/R3R1K1 b - - 0 20,125,c1h6
r2q1rk1/2p2p2/pb5p/1p1bP2Q/3p4/1BP5/PP3PP1/R3R1K1 w - - 0 21,135,g7h6
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,30,e2e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,30,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,25,g1f3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,26,b8c6
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,25,f1b5
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,31,g8f6
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,34,e1g1
r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5,36,f6e4
r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQR1K1 b kq - 1 5,31,f1e1
r1bqkb1r/pppp1ppp/2nn4/1B2p3/8/5N2/PPPP1PPP/RNBQR1K1 w kq - 2 6,38,e4d6
r1bqkb1r/pppp1ppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 b kq - 0 6,39,f3e5
r1bqk2r/ppppbppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 w kq - 1 7,31,f8e7
r1bqk2r/ppppbppp/2nn4/4N3/8/8/PPPP1PPP/RNBQRBK1 b kq - 2 7,29,b5f1
r1bqk2r/ppppbppp/3n4/4n3/8/8/PPPP1PPP/RNBQRBK1 w kq - 0 8,33,c6e5
r1bqk2r/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 b kq - 0 8,42,e1e5
r1bq1rk1/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 w - - 1 9,38,e8g8
r1bq1rk1/ppppbppp/3n4/4R3/3P4/8/PPP2PPP/RNBQ1BK1 b - - 0 9,40,d2d4
r1bqnrk1/ppppbppp/8/4R3/3P4/8/PPP2PPP/RNBQ1BK1 w - - 1 10,30,d6e8
r1bqnrk1/ppppbppp/8/3PR3/8/8/PPP2PPP/RNBQ1BK1 b - - 0 10,36,d4d5
r1bqnrk1/pppp1ppp/8/2bPR3/8/8/PPP2PPP/RNBQ1BK1 w - - 1 11,34,e7c5
r1bqnrk1/pppp1ppp/8/2bP4/8/8/PPP2PPP/RNBQRBK1 b - - 2 11,32,e5e1
r1bqnrk1/ppp2ppp/3p4/2bP4/8/8/PPP2PPP/RNBQRBK1 w - - 0 12,30,d7d6
r1bqnrk1/ppp2ppp/3p4/2bP4/8/2N5/PPP2PPP/R1BQRBK1 b - - 1 12,28,b1c3
r2qnrk1/ppp2ppp/3p4/2bP1b2/8/2N5/PPP2PPP/R1BQRBK1 w - - 2 13,29,c8f5
r2qnrk1/ppp2ppp/3p4/2bP1b2/4N3/8/PPP2PPP/R1BQRBK1 b - - 3 13,30,c3e4
r2qnrk1/ppp2ppp/3p4/2bP4/4b3/8/PPP2PPP/R1BQRBK1 w - - 0 14,23,f5e4
r2qnrk1/ppp2ppp/3p4/2bP4/4R3/8/PPP2PPP/R1BQ1BK1 b - - 0 14,24,e1e4
r2qnrk1/ppp3pp/3p4/2bP1p2/4R3/8/PPP2PPP/R1BQ1BK1 w - - 0 15,28,f7f5
r2qnrk1/ppp3pp/3p4/2bP1p2/5R2/8/PPP2PPP/R1BQ1BK1 b - - 1 15,35,e4f4
r2q1rk1/ppp3pp/3p1n2/2bP1p2/5R2/8/PPP2PPP/R1BQ1BK1 w - - 2 16,49,e8f6
r2q1rk1/ppp3pp/3p1n2/2bP1p2/1P3R2/8/P1P2PPP/R1BQ1BK1 b - - 0 16,31,b2b4
r2q1rk1/ppp3pp/1b1p1n2/3P1p2/1P3R2/8/P1P2PPP/R1BQ1BK1 w - - 1 17,32,c5b6
r2q1rk1/ppp3pp/1b1p1n2/3P1p2/PP3R2/8/2P2PPP/R1BQ1BK1 b - - 0 17,21,a2a4
r2q1rk1/ppp3pp/1b1p4/3P1p2/PP2nR2/8/2P2PPP/R1BQ1BK1 w - - 1 18,57,f6e4
r2q1rk1/ppp3pp/1b1p4/P2P1p2/1P2nR2/8/2P2PPP/R1BQ1BK1 b - - 0 18,55,a4a5
r4rk1/ppp3pp/1b1p1q2/P2P1p2/1P2nR2/8/2P2PPP/R1BQ1BK1 w - - 1 19,97,d8f6
r4rk1/ppp3pp/1b1p1q2/P2P1p2/1P2nR2/2P5/5PPP/R1BQ1BK1 b - - 0 19,83,c2c3
r4rk1/ppp3pp/1b1p1q2/P2P1p2/1P3R2/2n5/5PPP/R1BQ1BK1 w - - 0 20,123,e4c3
r4rk1/ppp3pp/1b1p1q2/P2P1p2/1P3R2/2nQ4/5PPP/R1B2BK1 b - - 1 20,113,d1d3
r4rk1/ppp3pp/1b1p1q2/P2P1p2/1P2nR2/3Q4/5PPP/R1B2BK1 w - - 2 21,127,c3e4
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,26,d2d4
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,29,g8f6
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,30,c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,32,e7e6
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,28,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,32,d7d5
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,20,b1c3
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,33,f8b4
rnbqk2r/ppp2ppp/4pn2/3p2B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 3 5,33,c1g5
rnbqk2r/ppp2pp1/4pn1p/3p2B1/1bPP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,33,h7h6
rnbqk2r/ppp2pp1/4pB1p/3p4/1bPP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 0 6,38,g5f6
rnbqk2r/ppp2pp1/4pB1p/3p4/2PP4/2b2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,40,b4c3
rnbqk2r/ppp2pp1/4pB1p/3p4/2PP4/2P2N2/P3PPPP/R2QKB1R b KQkq - 0 7,44,b2c3
rnb1k2r/ppp2pp1/4pq1p/3p4/2PP4/2P2N2/P3PPPP/R2QKB1R w KQkq - 0 8,35,d8f6
rnb1k2r/ppp2pp1/4pq1p/3p4/2PP4/1QP2N2/P3PPPP/R3KB1R b KQkq - 1 8,23,d1b3
rnb1k2r/ppp2pp1/4pq1p/8/2pP4/1QP2N2/P3PPPP/R3KB1R w KQkq - 0 9,23,d5c4
rnb1k2r/ppp2pp1/4pq1p/8/2QP4/2P2N2/P3PPPP/R3KB1R b KQkq - 0 9,25,b3c4
rnb1k2r/ppp1qpp1/4p2p/8/2QP4/2P2N2/P3PPPP/R3KB1R w KQkq - 1 10,36,f6e7
rnb1k2r/ppp1qpp1/4p2p/8/2QP4/2P2NP1/P3PP1P/R3KB1R b KQkq - 0 10,20,g2g3
rnb1k2r/p1p1qpp1/1p2p2p/8/2QP4/2P2NP1/P3PP1P/R3KB1R w KQkq - 0 11,19,b7b6
rnb1k2r/p1p1qpp1/1p2p2p/8/2QP4/2P2NP1/P3PPBP/R3K2R b KQkq - 1 11,16,f1g2
rn2k2r/pbp1qpp1/1p2p2p/8/2QP4/2P2NP1/P3PPBP/R3K2R w KQkq - 2 12,11,c8b7
rn2k2r/pbp1qpp1/1p2p2p/8/2QP4/2P2NP1/P3PPBP/R4RK1 b kq - 3 12,17,e1g1
rn3rk1/pbp1qpp1/1p2p2p/8/2QP4/2P2NP1/P3PPBP/R4RK1 w - - 4 13,15,e8g8
rn3rk1/pbp1qpp1/1p2p2p/4N3/2QP4/2P3P1/P3PPBP/R4RK1 b - - 5 13,17,f3e5
rn3rk1/p1p1qpp1/1p2p2p/4N3/2QP4/2P3P1/P3PPbP/R4RK1 w - - 0 14,17,b7g2
rn3rk1/p1p1qpp1/1p2p2p/4N3/2QP4/2P3P1/P3PPKP/R4R2 b - - 0 14,13,g1g2
rn3rk1/p1p2pp1/1p1qp2p/4N3/2QP4/2P3P1/P3PPKP/R4R2 w - - 1 15,10,e7d6
rn3rk1/p1p2pp1/1p1qp2p/4N3/2QPP3/2P3P1/P4PKP/R4R2 b - - 0 15,12,e2e4
r4rk1/p1pn1pp1/1p1qp2p/4N3/2QPP3/2P3P1/P4PKP/R4R2 w - - 1 16,11,b8d7
r4rk1/p1pN1pp1/1p1qp2p/8/2QPP3/2P3P1/P4PKP/R4R2 b - - 0 16,7,e5d7
r4rk1/p1pq1pp1/1p2p2p/8/2QPP3/2P3P1/P4PKP/R4R2 w - - 0 17,1,d6d7
r4rk1/p1pq1pp1/1p2p2p/8/2QPP3/2P3P1/P4PKP/R2R4 b - - 1 17,-2,f1d1
r4rk1/p2q1pp1/1pp1p2p/8/2QPP3/2P3P1/P4PKP/R2R4 w - - 0 18,1,c7c6
r4rk1/p2q1pp1/1pp1p2p/8/P1QPP3/2P3P1/5PKP/R2R4 b - - 0 18,-5,a2a4
r2r2k1/p2q1pp1/1pp1p2p/8/P1QPP3/2P3P1/5PKP/R2R4 w - - 1 19,2,f8d8
r2r2k1/p2q1pp1/1pp1p2p/8/P2PP3/1QP3P1/5PKP/R2R4 b - - 2 19,8,c4b3
r2r2k1/p2q1pp1/2p1p2p/1p6/P2PP3/1QP3P1/5PKP/R2R4 w - - 0 20,23,b6b5
r2r2k1/p2q1pp1/2p1p2p/1p6/P2PP3/Q1P3P1/5PKP/R2R4 b - - 1 20,17,b3a3
rr4k1/p2q1pp1/2p1p2p/1p6/P2PP3/Q1P3P1/5PKP/R2R4 w - - 2 21,7,d8b8
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,33,d2d4
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,34,g8f6
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,28,c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,30,e7e6
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,32,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,26,d7d5
rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R b KQkq - 1 4,28,c1g5
rnbqkb1r/ppp2ppp/4pn2/6B1/2pP4/5N2/PP2PPPP/RN1QKB1R w KQkq - 0 5,28,d5c4
rnbqkb1r/ppp2ppp/4pn2/6B1/2pPP3/5N2/PP3PPP/RN1QKB1R b KQkq - 0 5,42,e2e4
rnbqk2r/ppp1bppp/4pn2/6B1/2pPP3/5N2/PP3PPP/RN1QKB1R w KQkq - 1 6,41,f8e7
rnbqk2r/ppp1bppp/4pn2/6B1/2pPP3/2N2N2/PP3PPP/R2QKB1R b KQkq - 2 6,45,b1c3
rnbqk2r/pp2bppp/4pn2/2p3B1/2pPP3/2N2N2/PP3PPP/R2QKB1R w KQkq - 0 7,46,c7c5
rnbqk2r/pp2bppp/4pn2/2P3B1/2p1P3/2N2N2/PP3PPP/R2QKB1R b KQkq - 0 7,32,d4c5
rnbqk2r/pp1nbppp/4p3/2P3B1/2p1P3/2N2N2/PP3PPP/R2QKB1R w KQkq - 1 8,34,f6d7
rnbqk2r/pp1nbppp/4p3/2P5/2p1PB2/2N2N2/PP3PPP/R2QKB1R b KQkq - 2 8,33,g5f4
rnbqk2r/pp2bppp/4p3/2n5/2p1PB2/2N2N2/PP3PPP/R2QKB1R w KQkq - 0 9,36,d7c5
rnbQk2r/pp2bppp/4p3/2n5/2p1PB2/2N2N2/PP3PPP/R3KB1R b KQkq - 0 9,28,d1d8
rnbbk2r/pp3ppp/4p3/2n5/2p1PB2/2N2N2/PP3PPP/R3KB1R w KQkq - 0 10,22,e7d8
rnbbk2r/pp3ppp/4p3/2n1N3/2p1PB2/2N5/PP3PPP/R3KB1R b KQkq - 1 10,29,f3e5
rnbbk2r/pp3ppp/4p3/4N3/2p1PB2/2Nn4/PP3PPP/R3KB1R w KQkq - 2 11,36,c5d3
rnbbk2r/pp3ppp/4p3/8/2p1PB2/2NN4/PP3PPP/R3KB1R b KQkq - 0 11,29,e5d3
rnbbk2r/pp3ppp/4p3/8/4PB2/2Np4/PP3PPP/R3KB1R w KQkq - 0 12,25,c4d3
rnbbk2r/pp3ppp/4p3/8/4PB2/2NB4/PP3PPP/R3K2R b KQkq - 0 12,27,f1d3
rnbbk2r/1p3ppp/p3p3/8/4PB2/2NB4/PP3PPP/R3K2R w KQkq - 0 13,31,a7a6
rnbbk2r/1p3ppp/p3p3/8/4P3/2NBB3/PP3PPP/R3K2R b KQkq - 1 13,26,f4e3
rn1bk2r/1p1b1ppp/p3p3/8/4P3/2NBB3/PP3PPP/R3K2R w KQkq - 2 14,21,c8d7
rn1bk2r/1p1b1ppp/p3p3/8/4PP2/2NBB3/PP4PP/R3K2R b KQkq - 0 14,24,f2f4
rn1bk2r/1p3ppp/p1b1p3/8/4PP2/2NBB3/PP4PP/R3K2R w KQkq - 1 15,23,d7c6
rn1bk2r/1p3ppp/p1b1p3/8/4PP2/2NBB3/PP2K1PP/R6R b kq - 2 15,30,e1e2
r2bk2r/1p1n1ppp/p1b1p3/8/4PP2/2NBB3/PP2K1PP/R6R w kq - 3 16,28,b8d7
r2bk2r/1p1n1ppp/p1b1p3/8/1P2PP2/2NBB3/P3K1PP/R6R b kq - 0 16,35,b2b4
r3k2r/1p1n1ppp/p1b1pb2/8/1P2PP2/2NBB3/P3K1PP/R6R w kq - 1 17,41,d8f6
r3k2r/1p1n1ppp/p1b1pb2/8/1P2PP2/2NBB3/P3K1PP/R1R5 b kq - 2 17,30,h1c1
r3k2r/1p1n1p1p/p1b1pb2/6p1/1P2PP2/2NBB3/P3K1PP/R1R5 w kq - 0 18,18,g7g5
r3k2r/1p1n1p1p/p1b1pb2/6P1/1P2P3/2NBB3/P3K1PP/R1R5 b kq - 0 18,1,f4g5
r3k2r/1p1n1pbp/p1b1p3/6P1/1P2P3/2NBB3/P3K1PP/R1R5 w kq - 1 19,0,f6g7
r3k2r/1p1n1pbp/p1b1p3/6P1/1P2P3/2NBB3/P5PP/R1R2K2 b kq - 2 19,4,e2f1
r3k2r/1p3pbp/p1b1p3/4n1P1/1P2P3/2NBB3/P5PP/R1R2K2 w kq - 3 20,17,d7e5
r3k2r/1p3pbp/p1b1p3/4n1P1/1P2P3/2N1B3/P3B1PP/R1R2K2 b kq - 4 20,14,d3e2
r4rk1/1p3pbp/p1b1p3/4n1P1/1P2P3/2N1B3/P3B1PP/R1R2K2 w - - 5 21,18,e8g8
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,31,g1f3
rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,31,d7d5
rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2,32,d2d4
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3,32,g8f6
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,31,c2c4
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,32,e7e6
rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R b KQkq - 1 4,25,c1g5
rnbqkb1r/ppp2ppp/4pn2/6B1/2pP4/5N2/PP2PPPP/RN1QKB1R w KQkq - 0 5,29,d5c4
rnbqkb1r/ppp2ppp/4pn2/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 5,26,b1c3
rnbqk2r/ppp2ppp/4pn2/6B1/1bpP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 2 6,36,f8b4
rnbqk2r/ppp2ppp/4pn2/6B1/1bpPP3/2N2N2/PP3PPP/R2QKB1R b KQkq - 0 6,33,e2e4
rnbqk2r/pp3ppp/4pn2/2p3B1/1bpPP3/2N2N2/PP3PPP/R2QKB1R w KQkq - 0 7,32,c7c5
rnbqk2r/pp3ppp/4pn2/2p3B1/1bBPP3/2N2N2/PP3PPP/R2QK2R b KQkq - 0 7,28,f1c4
rnbqk2r/pp3ppp/4pn2/6B1/1bBpP3/2N2N2/PP3PPP/R2QK2R w KQkq - 0 8,35,c5d4
rnbqk2r/pp3ppp/4pn2/6B1/1bBNP3/2N5/PP3PPP/R2QK2R b KQkq - 0 8,29,f3d4
rnb1k2r/pp3ppp/4pn2/q5B1/1bBNP3/2N5/PP3PPP/R2QK2R w KQkq - 1 9,35,d8a5
rnb1k2r/pp3ppp/4pn2/q7/1bBNP3/2N5/PP1B1PPP/R2QK2R b KQkq - 2 9,25,g5d2
rnb1k2r/pp3ppp/4pn2/2q5/1bBNP3/2N5/PP1B1PPP/R2QK2R w KQkq - 3 10,33,a5c5
rnb1k2r/pp3ppp/4pn2/1Bq5/1b1NP3/2N5/PP1B1PPP/R2QK2R b KQkq - 4 10,35,c4b5
rn2k2r/pp1b1ppp/4pn2/1Bq5/1b1NP3/2N5/PP1B1PPP/R2QK2R w KQkq - 5 11,38,c8d7
rn2k2r/pp1b1ppp/4pn2/1Bq5/1b2P3/1NN5/PP1B1PPP/R2QK2R b KQkq - 6 11,33,d4b3
rn2k2r/pp1b1ppp/1q2pn2/1B6/1b2P3/1NN5/PP1B1PPP/R2QK2R w KQkq - 7 12,40,c5b6
rn2k2r/pp1b1ppp/1q2pn2/8/1b2P3/1NNB4/PP1B1PPP/R2QK2R b KQkq - 8 12,41,b5d3
r3k2r/pp1b1ppp/1qn1pn2/8/1b2P3/1NNB4/PP1B1PPP/R2QK2R w KQkq - 9 13,45,b8c6
r3k2r/pp1b1ppp/1qn1pn2/8/1b2P3/1NNB4/PP1B1PPP/R2Q1RK1 b kq - 10 13,42,e1g1
r3k2r/pp1b1ppp/1qn1pn2/8/4P3/1NbB4/PP1B1PPP/R2Q1RK1 w kq - 0 14,42,b4c3
r3k2r/pp1b1ppp/1qn1pn2/8/4P3/1NBB4/PP3PPP/R2Q1RK1 b kq - 0 14,43,d2c3
r3k2r/pp1b1ppp/1qn2n2/4p3/4P3/1NBB4/PP3PPP/R2Q1RK1 w kq - 0 15,39,e6e5
r3k2r/pp1b1ppp/1qn2n2/4p3/4P3/1N1B4/PP1B1PPP/R2Q1RK1 b kq - 1 15,26,c3d2
r4rk1/pp1b1ppp/1qn2n2/4p3/4P3/1N1B4/PP1B1PPP/R2Q1RK1 w - - 2 16,32,e8g8
r4rk1/pp1b1ppp/1qn2n2/4p3/4P3/1N1BB3/PP3PPP/R2Q1RK1 b - - 3 16,51,d2e3
r4rk1/pp1b1ppp/1q3n2/4p3/3nP3/1N1BB3/PP3PPP/R2Q1RK1 w - - 4 17,63,c6d4
r4rk1/pp1b1ppp/1q3n2/4p3/3nP3/1N1BB2P/PP3PP1/R2Q1RK1 b - - 0 17,47,h2h3
r4rk1/pp3ppp/1q3n2/4p3/b2nP3/1N1BB2P/PP3PP1/R2Q1RK1 w - - 1 18,47,d7a4
r4rk1/pp3ppp/1q3n2/4p3/b2nPP2/1N1BB2P/PP4P1/R2Q1RK1 b - - 0 18,42,f2f4
r4rk1/pp3ppp/1q3n2/4p3/3nPP2/1b1BB2P/PP4P1/R2Q1RK1 w - - 0 19,56,a4b3
r4rk1/pp3ppp/1q3n2/4p3/3nPP2/1P1BB2P/1P4P1/R2Q1RK1 b - - 0 19,55,a2b3
r4rk1/pp3ppp/1q3n2/8/3nPp2/1P1BB2P/1P4P1/R2Q1RK1 w - - 0 20,62,e5f4
r4rk1/pp3ppp/1q3n2/8/3nPR2/1P1BB2P/1P4P1/R2Q2K1 b - - 0 20,52,f1f4
r4rk1/pp3ppp/3q1n2/8/3nPR2/1P1BB2P/1P4P1/R2Q2K1 w - - 1 21,56,b6d6
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,28,e2e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,28,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,30,g1f3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,24,b8c6
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,31,f1b5
r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,21,a7a6
r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,32,b5a4
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 2 5,35,g8f6
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5,39,e1g1
r1bqkb1r/1ppp1ppp/p1n5/4p3/B3n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6,43,f6e4
r1bqkb1r/1ppp1ppp/p1n5/4p3/B2Pn3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 6,41,d2d4
r1bqkb1r/2pp1ppp/p1n5/1p2p3/B2Pn3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 7,41,b7b5
r1bqkb1r/2pp1ppp/p1n5/1p2p3/3Pn3/1B3N2/PPP2PPP/RNBQ1RK1 b kq - 1 7,45,a4b3
r1bqkb1r/2p2ppp/p1n5/1p1pp3/3Pn3/1B3N2/PPP2PPP/RNBQ1RK1 w kq - 0 8,49,d7d5
